url,equipo,pantalla,memoria_interna,ram,cámara_principal,cámara_frontal,batería,sistema,conectividad_celular,procesador,cpu,gpu,peso,tamaño,soporte_esim,potencia_de_carga,almacenamiento_externo,conector_de_audífonos,wi-fi,gps,nfc,bluetooth,lector_de_huellas_digitales,tienda,precio,os_categoria,liberado,camara,bateria,memoria,potencia
https://www.solotodo.cl/products/230204-samsung-galaxy-a25-128-gb-6-gb-brave-black,Samsung Galaxy A25 (128 GB / 6 GB / Brave Black),"Super AMOLED 6.5"""" táctil (2340x1080) / 120 Hz",128 GB,6 GB,"Estándar 50.0 MP
		 + Gran angular (Wide angle) 8.0 MP
		 + Macro 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_14,5G,Samsung Exynos 1280 (2400 MHz),"ARM Cortex A78 (Dual core / 2400 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G68 MC4,197 g.,77 x 161 x 8 mm,No,25.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, Samsung Shop,199491,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/230204-samsung-galaxy-a25-128-gb-6-gb-brave-black,Samsung Galaxy A25 (128 GB / 6 GB / Brave Black),"Super AMOLED 6.5"""" táctil (2340x1080) / 120 Hz",128 GB,6 GB,"Estándar 50.0 MP
		 + Gran angular (Wide angle) 8.0 MP
		 + Macro 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_14,5G,Samsung Exynos 1280 (2400 MHz),"ARM Cortex A78 (Dual core / 2400 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G68 MC4,197 g.,77 x 161 x 8 mm,No,25.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, AbcDin,199990,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/230204-samsung-galaxy-a25-128-gb-6-gb-brave-black,Samsung Galaxy A25 (128 GB / 6 GB / Brave Black),"Super AMOLED 6.5"""" táctil (2340x1080) / 120 Hz",128 GB,6 GB,"Estándar 50.0 MP
		 + Gran angular (Wide angle) 8.0 MP
		 + Macro 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_14,5G,Samsung Exynos 1280 (2400 MHz),"ARM Cortex A78 (Dual core / 2400 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G68 MC4,197 g.,77 x 161 x 8 mm,No,25.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, Hites,199990,Android,sí,50,5000,128,25
https://www.solotodo.cl/products/250075-vivo-y18-256-gb-8-gb-wave-aqua,Vivo Y18 (256 GB / 8 GB / Wave Aqua),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Estándar 0.1 MP",Estándar 8.0 MP,5000 mAh,Android_14,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,185 g.,76 x 164 x 8 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí,Lider,179990,Android,sí,50,5000,256,15
https://www.solotodo.cl/products/250075-vivo-y18-256-gb-8-gb-wave-aqua,Vivo Y18 (256 GB / 8 GB / Wave Aqua),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Estándar 0.1 MP",Estándar 8.0 MP,5000 mAh,Android_14,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,185 g.,76 x 164 x 8 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, AbcDin,179990,Android,sí,50,5000,256,15
https://www.solotodo.cl/products/250075-vivo-y18-256-gb-8-gb-wave-aqua,Vivo Y18 (256 GB / 8 GB / Wave Aqua),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Estándar 0.1 MP",Estándar 8.0 MP,5000 mAh,Android_14,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,185 g.,76 x 164 x 8 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, Paris,179990,Android,sí,50,5000,256,15
https://www.solotodo.cl/products/250075-vivo-y18-256-gb-8-gb-wave-aqua,Vivo Y18 (256 GB / 8 GB / Wave Aqua),"LCD IPS 6.6"""" táctil (1612x720) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Estándar 0.1 MP",Estándar 8.0 MP,5000 mAh,Android_14,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,185 g.,76 x 164 x 8 mm,No,15.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí, Hites,189990,Android,sí,50,5000,256,15
https://www.solotodo.cl/products/142360-xiaomi-redmi-note-11s-5g-128-gb-4-gb-midnight-black,Xiaomi Redmi Note 11S 5G (128 GB / 4 GB / Midnight Black),"LCD IPS 6.6"""" táctil (2400x1080) / 90 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Gran angular (Wide angle) 8.0 MP
		 + Macro 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_11,5G,MediaTek Dimensity 810 5G (2400 MHz),"ARM Cortex A76 (Dual core / 2400 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MC2,195 g.,76 x 164 x 9 mm,No,33.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí,TecTec,179990,Android,no,50,5000,128,33
https://www.solotodo.cl/products/195524-oppo-reno7-256-gb-8-gb-dawnlight-gold,Oppo Reno7 (256 GB / 8 GB / Dawnlight Gold),"AMOLED 6.4"""" táctil (2400x1080) / 90 Hz",256 GB,8 GB,"Estándar 64.0 MP
		 + Microscópica 2.0 MP
		 + Macro 2.0 MP",Estándar 32.0 MP,4500 mAh,Android_12,4G,Qualcomm Snapdragon 680 4G [SM6225] (2400 MHz),"Qualcomm Kryo 265 Gold (Quad core / 2400 MHz) 
		 + Qualcomm Kryo 265 Silver (Quad core / 1900 MHz)",Qualcomm Adreno 610,175 g.,73 x 160 x 8 mm,No,33.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí,La Polar,184500,Android,sí,64,4500,256,33
https://www.solotodo.cl/products/217138-oppo-reno7-5g-256-gb-8-gb-dorado-alba,Oppo Reno7 5G (256 GB / 8 GB / Dorado Alba),"AMOLED 6.4"""" táctil (2400x1080) / 90 Hz",256 GB,8 GB,"Estándar 64.0 MP
		 + Gran angular (Wide angle) 8.0 MP
		 + Macro 2.0 MP",Estándar 32.0 MP,4500 mAh,Android_11,5G,MediaTek MT6877 Dimensity 900 5G (2400 MHz),"ARM Cortex A78 (Dual core / 2400 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G68 MC4,173 g.,73 x 161 x 8 mm,No,65.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí,AbcDin,184500,Android,sí,64,4500,256,65
https://www.solotodo.cl/products/252565-zte-nubia-focus-256-gb-6-gb-black,ZTE Nubia Focus (256 GB / 6 GB / Black),"LCD IPS 6.7"""" táctil (1612x720) / 120 Hz",256 GB,6 GB,"Estándar 108.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 5.0 MP,5000 mAh,Android_13,5G,Spreadtrum Unisoc T760 (2000 MHz),"ARM Cortex A76 (Quad core / 2000 MHz) 
		 + ARM Cortex A55 (Quad core / 2000 MHz)",ARM Mali G57 MP4,206 g.,75 x 164 x 9 mm,No,33.0 W.,No,Sí,Sí,Sí,Sí,Sí,Sí,Falabella,189990,Android,no,108,5000,256,33
https://www.solotodo.cl/products/124490-xiaomi-11-lite-5g-ne-128-gb-8-gb-snowflake-white,Xiaomi 11 Lite 5G NE (128 GB / 8 GB / Snowflake White),"AMOLED 6.6"""" táctil (2400x1080) / 90 Hz",128 GB,8 GB,"Estándar 64.0 MP
		 + Gran angular (Wide angle) 8.0 MP
		 + Macro 5.0 MP",Estándar 20.0 MP,4250 mAh,Android_11,5G,Qualcomm Snapdragon 778G (2400 MHz),"ARM Cortex A78 (Single core / 2400 MHz) 
		 + ARM Cortex A78 (Triple core / 2200 MHz) 
		 + ARM Cortex A55 (Quad core / 1900 MHz)",Qualcomm Adreno 642L,158 g.,76 x 161 x 7 mm,No,33.0 W.,microSD,No,Sí,Sí,Sí,Sí,Sí,AbcDin,194500,Android,sí,64,4250,128,33
https://www.solotodo.cl/products/192752-samsung-galaxy-a54-5g-a546-256-gb-8-gb-awesome-graphite,Samsung Galaxy A54 5G (A546 / 256 GB / 8 GB / Awesome Graphite),"Super AMOLED 6.4"""" táctil (2340x1080) / 120 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Gran angular (Wide angle) 12.0 MP
		 + Macro 5.0 MP",Estándar 32.0 MP,5000 mAh,Android_13,5G,Samsung Exynos 1380 (2400 MHz),"ARM Cortex A78 (Quad core / 2400 MHz) 
		 + ARM Cortex A55 (Quad core / 2000 MHz)",ARM Mali G68 MP5,202 g.,77 x 158 x 8 mm,Sí,25.0 W.,microSD,No,Sí,Sí,Sí,Sí,Sí,Tech Mark,170000,Android,no,50,5000,256,25
https://www.solotodo.cl/products/192752-samsung-galaxy-a54-5g-a546-256-gb-8-gb-awesome-graphite,Samsung Galaxy A54 5G (A546 / 256 GB / 8 GB / Awesome Graphite),"Super AMOLED 6.4"""" táctil (2340x1080) / 120 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Gran angular (Wide angle) 12.0 MP
		 + Macro 5.0 MP",Estándar 32.0 MP,5000 mAh,Android_13,5G,Samsung Exynos 1380 (2400 MHz),"ARM Cortex A78 (Quad core / 2400 MHz) 
		 + ARM Cortex A55 (Quad core / 2000 MHz)",ARM Mali G68 MP5,202 g.,77 x 158 x 8 mm,Sí,25.0 W.,microSD,No,Sí,Sí,Sí,Sí,Sí, Mercado Libre Samsung,714271,Android,no,50,5000,256,25
https://www.solotodo.cl/products/192752-samsung-galaxy-a54-5g-a546-256-gb-8-gb-awesome-graphite,Samsung Galaxy A54 5G (A546 / 256 GB / 8 GB / Awesome Graphite),"Super AMOLED 6.4"""" táctil (2340x1080) / 120 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Gran angular (Wide angle) 12.0 MP
		 + Macro 5.0 MP",Estándar 32.0 MP,5000 mAh,Android_13,5G,Samsung Exynos 1380 (2400 MHz),"ARM Cortex A78 (Quad core / 2400 MHz) 
		 + ARM Cortex A55 (Quad core / 2000 MHz)",ARM Mali G68 MP5,202 g.,77 x 158 x 8 mm,Sí,25.0 W.,microSD,No,Sí,Sí,Sí,Sí,Sí, Mercado Libre | MERCADOLIBRE ELECTRONICA_CL,714271,Android,no,50,5000,256,25
https://www.solotodo.cl/products/118279-motorola-moto-g50-5g-128-gb-4-gb-steel-gray,Motorola Moto G50 5G (128 GB / 4 GB / Steel Gray),"LCD IPS 6.5"""" táctil (1600x720) / 90 Hz",128 GB,4 GB,"Estándar 48.0 MP
		 + Macro 5.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_11,5G,MediaTek MT6833 Dimensity 700 5G (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MP2/MC2,206 g.,76 x 167 x 9 mm,No,15.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí,WOM,204000,Android,no,48,5000,128,15
https://www.solotodo.cl/products/233160-samsung-galaxy-a15-5g-a156-256-gb-8-gb-magical-blue,Samsung Galaxy A15 5G (A156 / 256 GB / 8 GB / Magical Blue),"Super AMOLED 6.5"""" táctil (2340x1080) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Gran angular (Wide angle) 5.0 MP
		 + Macro 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_14,5G,MediaTek Dimensity 6100+ (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MC2,200 g.,77 x 160 x 9 mm,No,25.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí,Mercado Libre | PHONESTORE-RETAILCHILE,199990,Android,no,50,5000,256,25
https://www.solotodo.cl/products/233160-samsung-galaxy-a15-5g-a156-256-gb-8-gb-magical-blue,Samsung Galaxy A15 5G (A156 / 256 GB / 8 GB / Magical Blue),"Super AMOLED 6.5"""" táctil (2340x1080) / 90 Hz",256 GB,8 GB,"Estándar 50.0 MP
		 + Gran angular (Wide angle) 5.0 MP
		 + Macro 2.0 MP",Estándar 13.0 MP,5000 mAh,Android_14,5G,MediaTek Dimensity 6100+ (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MC2,200 g.,77 x 160 x 9 mm,No,25.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, Mercado Libre | PHONESTORE GLOBAL,199990,Android,no,50,5000,256,25
https://www.solotodo.cl/products/39724-apple-iphone-8-64-gb-gold,Apple iPhone 8 (64 GB / Gold),"LCD IPS 4.7"""" táctil (1334x750) / 60 Hz",64 GB,2 GB,Estándar 12.0 MP,Estándar 7.0 MP,1821 mAh,iOS_11,4G,Apple A11 Bionic (2500 MHz),"Apple Monsoon (Dual core / 2500 MHz) 
		 + Apple Mistral (Quad core / 1500 MHz)",Apple GPU Unnamed (For A11),148 g.,67 x 138 x 7 mm,No,5.0 W.,No,Sí,Sí,Sí,Sí,Sí,Sí,Mercado Libre | REUSE,199990,iOS,no,12,1821,64,5
https://www.solotodo.cl/products/195263-xiaomi-redmi-note-12-pro-4g-256-gb-8-gb-glacier-blue,Xiaomi Redmi Note 12 Pro 4G (256 GB / 8 GB / Glacier Blue),"AMOLED 6.7"""" táctil (2400x1080) / 120 Hz",256 GB,8 GB,"Estándar 108.0 MP
		 + Gran angular (Wide angle) 8.0 MP
		 + Macro 5.0 MP 
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 16.0 MP,5020 mAh,Android_13,4G,Qualcomm Snapdragon 732G (SDM732G) (2300 MHz),"Qualcomm Kryo 470 Gold (Dual core / 2300 MHz) 
		 + ARM Cortex Kryo 470 Silver (Hexa core / 1800 MHz)",Qualcomm Adreno 618,190 g.,76 x 166 x 8 mm,No,67.0 W.,No,Sí,Sí,Sí,Sí,Sí,Sí,Mercado Libre | PHONE STORE,204990,Android,no,108,5020,256,67
https://www.solotodo.cl/products/195263-xiaomi-redmi-note-12-pro-4g-256-gb-8-gb-glacier-blue,Xiaomi Redmi Note 12 Pro 4G (256 GB / 8 GB / Glacier Blue),"AMOLED 6.7"""" táctil (2400x1080) / 120 Hz",256 GB,8 GB,"Estándar 108.0 MP
		 + Gran angular (Wide angle) 8.0 MP
		 + Macro 5.0 MP 
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 16.0 MP,5020 mAh,Android_13,4G,Qualcomm Snapdragon 732G (SDM732G) (2300 MHz),"Qualcomm Kryo 470 Gold (Dual core / 2300 MHz) 
		 + ARM Cortex Kryo 470 Silver (Hexa core / 1800 MHz)",Qualcomm Adreno 618,190 g.,76 x 166 x 8 mm,No,67.0 W.,No,Sí,Sí,Sí,Sí,Sí,Sí, Mercado Libre | PHONE STORE,234990,Android,no,108,5020,256,67
https://www.solotodo.cl/products/195263-xiaomi-redmi-note-12-pro-4g-256-gb-8-gb-glacier-blue,Xiaomi Redmi Note 12 Pro 4G (256 GB / 8 GB / Glacier Blue),"AMOLED 6.7"""" táctil (2400x1080) / 120 Hz",256 GB,8 GB,"Estándar 108.0 MP
		 + Gran angular (Wide angle) 8.0 MP
		 + Macro 5.0 MP 
		 + Percepción profundidad (Bokeh) 2.0 MP",Estándar 16.0 MP,5020 mAh,Android_13,4G,Qualcomm Snapdragon 732G (SDM732G) (2300 MHz),"Qualcomm Kryo 470 Gold (Dual core / 2300 MHz) 
		 + ARM Cortex Kryo 470 Silver (Hexa core / 1800 MHz)",Qualcomm Adreno 618,190 g.,76 x 166 x 8 mm,No,67.0 W.,No,Sí,Sí,Sí,Sí,Sí,Sí, Mercado Libre | PHONE STORE,254990,Android,no,108,5020,256,67
https://www.solotodo.cl/products/194104-xiaomi-redmi-12c-64-gb-4-gb-black,Xiaomi Redmi 12C (64 GB / 4 GB / Black),"LCD IPS 6.7"""" táctil (1650x720) / 60 Hz",64 GB,4 GB,"Estándar 50.0 MP
		 + Percepción profundidad (Bokeh) 0.3 MP",Estándar 5.0 MP,5000 mAh,Android_11,4G,MediaTek Helio G85 (2000 MHz),"ARM Cortex A75 (Dual core / 2000 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",ARM Mali G52 MC2,192 g.,76 x 169 x 9 mm,No,10.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí,PC Link Store,206620,Android,no,50,5000,64,10
https://www.solotodo.cl/products/235060-infinix-hot-40-pro-256-gb-8-gb-starlit-black,Infinix Hot 40 Pro (256 GB / 8 GB / Starlit Black),"LCD IPS 6.8"""" táctil (2460x1080) / 120 Hz",256 GB,8 GB,"Estándar 108.0 MP
		 + Macro 2.0 MP
		 + Estándar 0.1 MP",Estándar 32.0 MP,5000 mAh,Android_13,4G,MediaTek Helio G99 [MT8781] (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MC2,199 g.,77 x 169 x 8 mm,No,33.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí,Hites,229990,Android,sí,108,5000,256,33
https://www.solotodo.cl/products/235060-infinix-hot-40-pro-256-gb-8-gb-starlit-black,Infinix Hot 40 Pro (256 GB / 8 GB / Starlit Black),"LCD IPS 6.8"""" táctil (2460x1080) / 120 Hz",256 GB,8 GB,"Estándar 108.0 MP
		 + Macro 2.0 MP
		 + Estándar 0.1 MP",Estándar 32.0 MP,5000 mAh,Android_13,4G,MediaTek Helio G99 [MT8781] (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MC2,199 g.,77 x 169 x 8 mm,No,33.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí, Hites,239990,Android,sí,108,5000,256,33
https://www.solotodo.cl/products/170646-motorola-moto-g53-128-gb-4-gb-arctic-silver,Motorola Moto G53 (128 GB / 4 GB / Arctic Silver),"LCD IPS 6.5"""" táctil (1600x720) / 120 Hz",128 GB,4 GB,"Estándar 50.0 MP
		 + Macro 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_13,5G,Qualcomm Snapdragon 480+ 5G (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 1800 MHz)",Qualcomm Adreno 619,183 g.,75 x 163 x 8 mm,No,10.0 W.,microSD,Sí,Sí,Sí,Sí,Sí,Sí,Tottus,229990,Android,no,50,5000,128,10
https://www.solotodo.cl/products/114409-xiaomi-redmi-note-10-5g-128-gb-4-gb-graphite-gray,Xiaomi Redmi Note 10 5G (128 GB / 4 GB / Graphite Gray),"LCD IPS 6.5"""" táctil (2400x1080) / 90 Hz",128 GB,4 GB,"Estándar 48.0 MP
		 + Percepción profundidad (Bokeh) 2.0 MP
		 + Macro 2.0 MP",Estándar 8.0 MP,5000 mAh,Android_11,5G,MediaTek MT6833 Dimensity 700 5G (2200 MHz),"ARM Cortex A76 (Dual core / 2200 MHz) 
		 + ARM Cortex A55 (Hexa core / 2000 MHz)",ARM Mali G57 MP2/MC2,190 g.,75 x 162 x 9 mm,No,18.0 W.,microSD,Sí,Sí,Sí,No,Sí,Sí,Diamond PC,234990,Android,no,48,5000,128,18
