URL;Equipo;Pantalla;Memoria_interna;RAM;Cámara_principal;Cámara_frontal;Batería;Sistema_operativo;Conectividad_celular;Procesador;CPU;GPU;Peso;Tamaño;Soporte_eSIM;Potencia_de_carga;Almacenamiento_externo;Conector_de_audífonos;Wi-Fi;GPS;NFC;Bluetooth;Lector_de_huellas_digitales;Tiendas_y_Precios
https://www.solotodo.cl/products/186812-samsung-galaxy-s23-ultra-s918-256-gb-12-gb-phantom-black;Samsung Galaxy S23 Ultra (S918 / 256 GB / 12 GB / Phantom Black);"Dynamic AMOLED 2X 6.8"" táctil (3088x1440) / 120 Hz";256 GB;12 GB;"Estándar 200.0 MP
		 + Teleobjetivo Periscopio (Zoom) 10.0 MP
		 + Teleobjetivo (Zoom) 10.0 MP 
		 + Gran angular (Wide angle) 12.0 MP";Estándar 12.0 MP;5000 mAh;Android 13;5G;Qualcomm Snapdragon 8 Gen 2 (SM8550) (3360 MHz);"ARM Cortex X3 (Single core / 3360 MHz) 
		 + ARM Cortex A715 (Dual core / 2800 MHz) 
		 + ARM Cortex A710 (Dual core / 2800 MHz)";Qualcomm Adreno 740;234 g.;78 x 163 x 9 mm;Sí;45.0 W.;No;No;Sí;Sí;Sí;Sí;Sí;Mercado Libre | SAMSUNG_CHILE: $949.990 (https://www.mercadolibre.cl/samsung-galaxy-s23-ultra-esim-5g-dual-sim-256-gb-phantom-black-12-gb-ram/p/MLC24594025?pdp_filters=official_store:462)
https://www.solotodo.cl/products/131663-samsung-galaxy-s22-ultra-5g-s908-256-gb-12-gb-white;Samsung Galaxy S22 Ultra 5G (S908 / 256 GB / 12 GB / White);"Dynamic AMOLED 2X 6.8"" táctil (3080x1440) / 120 Hz";256 GB;12 GB;"Estándar 108.0 MP
		 + Gran angular (Wide angle) 12.0 MP
		 + Teleobjetivo (Zoom) 10.0 MP 
		 + Teleobjetivo Periscopio (Zoom) 10.0 MP";Estándar 40.0 MP;5000 mAh;Android 12;5G;Qualcomm Snapdragon 8 Gen 1 (SM8450) (3000 MHz);"ARM Cortex X2 (Single core / 3000 MHz) 
		 + ARM Cortex A710 (Triple core / 2400 MHz) 
		 + ARM Cortex A510 (Quad core / 1700 MHz)";Qualcomm Adreno 730;228 g.;78 x 163 x 9 mm;Sí;45.0 W.;No;No;Sí;Sí;Sí;Sí;Sí;Sin datos de precios
https://www.solotodo.cl/products/221851-apple-iphone-15-plus-256-gb-green;Apple iPhone 15 Plus (256 GB / Green);"Super Retina XDR OLED 6.7"" táctil (2796x1290) / 120 Hz";256 GB;6 GB;"Estándar 48.0 MP
		 + Teleobjetivo Periscopio (Zoom) 12.0 MP";Estándar 12.0 MP;4383 mAh;iOS 17;5G;Apple A16 Bionic (3200 MHz);"Apple Avalanche (Dual core / 3200 MHz) 
		 + Apple Blizzard (Quad core / 1800 MHz)";Apple GPU Unnamed (For A16);201 g.;78 x 161 x 8 mm;Sí;15.0 W.;No;No;Sí;Sí;Sí;Sí;No;Sin datos de precios
https://www.solotodo.cl/products/213601-samsung-galaxy-z-fold5-f946-256-gb-12-gb-icy-blue;Samsung Galaxy Z Fold5 (F946 / 256 GB / 12 GB / Icy Blue);"Foldable Dynamic AMOLED 2X 7.6"" táctil (2176x1812) / 120 Hz";256 GB;12 GB;"Estándar 50.0 MP
		 + Gran angular (Wide angle) 12.0 MP
		 + Teleobjetivo (Zoom) 10.0 MP";Estándar 4.0 MP + Estándar 10.0 MP;4400 mAh;Android 13;5G;Qualcomm SM8475 Snapdragon 8+ Gen 1 (3200 MHz);"ARM Cortex X2 (Single core / 3200 MHz) 
		 + ARM Cortex A710 (Triple core / 2800 MHz) 
		 + ARM Cortex A510 (Quad core / 2000 MHz)";Qualcomm Adreno 730;253 g.;67 x 155 x 13 mm;Sí;25.0 W.;No;No;Sí;Sí;Sí;Sí;Sí;WOM: $996.000 (https://store.wom.cl/equipos/SM-F946B-256GB/Samsung-Galaxy-Z-Fold-5-5G-256GB)
https://www.solotodo.cl/products/230452-samsung-galaxy-s24-ultra-s928-256-gb-12-gb-titanium-black;Samsung Galaxy S24 Ultra (S928 / 256 GB / 12 GB / Titanium Black);"Dynamic LTPO AMOLED 2X 6.8"" táctil (3088x1440) / 120 Hz";256 GB;12 GB;"Estándar 200.0 MP
		 + Teleobjetivo Periscopio (Zoom) 50.0 MP
		 + Gran angular (Wide angle) 12.0 MP 
		 + Teleobjetivo (Zoom) 10.0 MP";Estándar 12.0 MP;5000 mAh;Android 14;5G;Qualcomm Snapdragon 8 Gen 3 (SM8650-AC) (3390 MHz);"ARM Cortex X4 (Single core / 3390 MHz) 
		 + ARM Cortex A720 (Triple core / 3100 MHz) 
		 + ARM Cortex A720 (Dual core / 2900 MHz)";Qualcomm Adreno 750;232 g.;79 x 162 x 9 mm;Sí;45.0 W.;No;No;Sí;Sí;Sí;Sí;Sí;"Tienda Movistar: $999.990 (https://catalogo.movistar.cl/tienda/samsung-galaxy-s24-ultra-256gb-titanium-black); Lider: $1.119.990 (https://www.lider.cl/catalogo/product/sku/4602551/a); Paris: $1.139.990 (https://ad.soicos.com/-149A?dl=https%3A%2F%2Fwww.paris.cl%2Fsmartphone-galaxy-s24-ultra-256gb-6.8%25E2%2580%259D-titanium-black-liberado-625899999.html&trackerID=ST_405754863_da788b4b-5e41-4f6c-88f3-f6a0affb9ecc); AbcDin: $1.149.990 (https://ad.soicos.com/-149x?dl=https%3A%2F%2Fwww.abcdin.cl%2Fcelular-samsung-galaxy-s24-ultra-256gb-68-titanium-black-liberado%2F27397328.html&trackerID=ST_405749181_735212de-0cad-4c34-980d-87ed02e35066)"
https://www.solotodo.cl/products/241131-xiaomi-14-ultra-512-gb-16-gb-black;Xiaomi 14 Ultra (512 GB / 16 GB / Black);"LTPO AMOLED 6.7"" táctil (3200x1440) / 120 Hz";512 GB;16 GB;"Estándar 50.0 MP
		 + Gran angular (Wide angle) 50.0 MP
		 + Teleobjetivo (Zoom) 50.0 MP 
		 + Teleobjetivo Periscopio (Zoom) 50.0 MP";Gran angular (Wide angle) 32.0 MP;5000 mAh;Android 14;5G;Qualcomm Snapdragon 8 Gen 3 (SM8650-AB) (3300 MHz);"ARM Cortex X4 (Single core / 3300 MHz) 
		 + ARM Cortex A720 (Triple core / 3200 MHz) 
		 + ARM Cortex A720 (Dual core / 3000 MHz)";Qualcomm Adreno 750;220 g.;75 x 161 x 9 mm;No;90.0 W.;No;No;Sí;Sí;Sí;Sí;Sí;Sin datos de precios
https://www.solotodo.cl/products/123368-apple-iphone-13-mini-512-gb-midnight;Apple iPhone 13 Mini (512 GB / Midnight);"Super Retina XDR OLED 5.4"" táctil (2340x1080) / 60 Hz";512 GB;4 GB;"Estándar 12.0 MP
		 + Gran angular (Wide angle) 12.0 MP";Estándar 12.0 MP;2438 mAh;iOS 15;5G;Apple A15 Bionic (3223 MHz);"Apple Avalanche (Dual core / 3223 MHz) 
		 + Apple Blizzard (Quad core / 1820 MHz)";Apple GPU Unnamed (For A15);141 g.;64 x 132 x 8 mm;Sí;15.0 W.;No;No;Sí;Sí;Sí;Sí;No;Tienda Movistar: $999.990 (https://catalogo.movistar.cl/tienda/apple-iphone-13-512gb-azul-medianoche)
https://www.solotodo.cl/products/150598-apple-iphone-14-pro-max-512-gb-gold;Apple iPhone 14 Pro Max (512 GB / Gold);"LTPO Super Retina XDR OLED 6.7"" táctil (2796x1290) / 120 Hz";512 GB;6 GB;"Estándar 48.0 MP
		 + Teleobjetivo (Zoom) 12.0 MP
		 + Gran angular (Wide angle) 12.0 MP 
		 + TOF 3D (Depth) 0.3 MP";Estándar 12.0 MP;N/A;iOS 16;5G;Apple A16 Bionic (3200 MHz);"Apple Avalanche (Dual core / 3200 MHz) 
		 + Apple Blizzard (Quad core / 1800 MHz)";Apple GPU Unnamed (For A16);240 g.;78 x 161 x 8 mm;Sí;15.0 W.;No;No;Sí;Sí;Sí;Sí;No;Sin datos de precios
https://www.solotodo.cl/products/254415-apple-iphone-16-plus-128-gb-ultramarine;Apple iPhone 16 Plus (128 GB / Ultramarine);"Super Retina XDR OLED 6.7"" táctil (2796x1290) / 60 Hz";128 GB;8 GB;"Estándar 48.0 MP
		 + Teleobjetivo Periscopio (Zoom) 12.0 MP";Estándar 12.0 MP;N/A;iOS 18;5G;Apple A18 (3200 MHz);Apple Avalanche (Dual core / 3200 MHz);Apple GPU Unnamed (For A18);199 g.;78 x 161 x 8 mm;Sí;15.0 W.;No;No;Sí;Sí;Sí;Sí;No;Sin datos de precios
https://www.solotodo.cl/products/254401-apple-iphone-16-256-gb-black;Apple iPhone 16 (256 GB / Black);"Super Retina XDR OLED 6.1"" táctil (2556x1179) / 60 Hz";256 GB;8 GB;"Estándar 48.0 MP
		 + Teleobjetivo Periscopio (Zoom) 12.0 MP";Estándar 12.0 MP;N/A;iOS 18;5G;Apple A18 (3200 MHz);Apple Avalanche (Dual core / 3200 MHz);Apple GPU Unnamed (For A18);170 g.;72 x 148 x 8 mm;Sí;15.0 W.;No;No;Sí;Sí;Sí;Sí;No;Sin datos de precios
https://www.solotodo.cl/products/213602-samsung-galaxy-z-fold5-f946-512-gb-12-gb-icy-blue;Samsung Galaxy Z Fold5 (F946 / 512 GB / 12 GB / Icy Blue);"Foldable Dynamic AMOLED 2X 7.6"" táctil (2176x1812) / 120 Hz";512 GB;12 GB;"Estándar 50.0 MP
		 + Gran angular (Wide angle) 12.0 MP
		 + Teleobjetivo (Zoom) 10.0 MP";Estándar 4.0 MP + Estándar 10.0 MP;4400 mAh;Android 13;5G;Qualcomm SM8475 Snapdragon 8+ Gen 1 (3200 MHz);"ARM Cortex X2 (Single core / 3200 MHz) 
		 + ARM Cortex A710 (Triple core / 2800 MHz) 
		 + ARM Cortex A510 (Quad core / 2000 MHz)";Qualcomm Adreno 730;253 g.;67 x 155 x 13 mm;Sí;25.0 W.;No;No;Sí;Sí;Sí;Sí;Sí;WOM: $1.044.000 (https://store.wom.cl/equipos/SM-F946B/Samsung-Galaxy-Z-Fold-5-5G-512GB)
https://www.solotodo.cl/products/150612-apple-iphone-14-pro-256-gb-deep-purple;Apple iPhone 14 Pro (256 GB / Deep Purple);"LTPO Super Retina XDR OLED 6.1"" táctil (2556x1179) / 120 Hz";256 GB;6 GB;"Estándar 48.0 MP
		 + Teleobjetivo (Zoom) 12.0 MP
		 + Gran angular (Wide angle) 12.0 MP 
		 + TOF 3D (Depth) 0.3 MP";Estándar 12.0 MP;N/A;iOS 16;5G;Apple A16 Bionic (3200 MHz);"Apple Avalanche (Dual core / 3200 MHz) 
		 + Apple Blizzard (Quad core / 1800 MHz)";Apple GPU Unnamed (For A16);206 g.;72 x 148 x 8 mm;Sí;15.0 W.;No;No;Sí;Sí;Sí;Sí;No;Sin datos de precios
https://www.solotodo.cl/products/254815-xiaomi-mix-flip-512-gb-12-gb-black;Xiaomi Mix Flip (512 GB / 12 GB / Black);"Foldable LTPO AMOLED 6.9"" táctil (2912x1224) / 120 Hz";512 GB;12 GB;"Estándar 50.0 MP
		 + Teleobjetivo (Zoom) 50.0 MP";Estándar 32.0 MP;4780 mAh;Android 14;5G;Qualcomm Snapdragon 8 Gen 3 (SM8650-AB) (3300 MHz);"ARM Cortex X4 (Single core / 3300 MHz) 
		 + ARM Cortex A720 (Triple core / 3200 MHz) 
		 + ARM Cortex A720 (Dual core / 3000 MHz)";Qualcomm Adreno 750;190 g.;74 x 168 x 8 mm;No;67.0 W.;No;No;Sí;Sí;Sí;Sí;Sí;"Hites: $1.159.990 (https://www.hites.com/smartphone-xiaomi-mi-mix-flip-black-5g-512-gb-liberado-smartwatch-946682001.html); AbcDin: $1.199.990 (https://ad.soicos.com/-149x?dl=https%3A%2F%2Fwww.abcdin.cl%2Fcelular-xiaomi-mix-flip-512gb-686-black-liberado%2F27975160.html&trackerID=ST_405750599_5bcfd79b-6bb3-4f06-87b3-1cb81c4ec2d3); Travel Tienda: $1.299.990 (https://tienda.travel.cl/smartphones/smartphone-xiaomi-mix-flip-512g-black-watch-s3/SKU110635); Mercado Libre | Xiaomi: $1.299.990 (https://articulo.mercadolibre.cl/MLC-2695769650-kit-xiaomi-mix-flip-black-512gb-watch-s3-silver-_JM?pdp_filters=official_store:428); Xiaomi Online: $1.299.990 (https://xiaomionline.cl/kit-xiaomi-mix-flip-black-12gb-ram-512gb-rom-watch-s3-silver)"
https://www.solotodo.cl/products/150618-apple-iphone-14-pro-512-gb-gold;Apple iPhone 14 Pro (512 GB / Gold);"LTPO Super Retina XDR OLED 6.1"" táctil (2556x1179) / 120 Hz";512 GB;6 GB;"Estándar 48.0 MP
		 + Teleobjetivo (Zoom) 12.0 MP
		 + Gran angular (Wide angle) 12.0 MP 
		 + TOF 3D (Depth) 0.3 MP";Estándar 12.0 MP;N/A;iOS 16;5G;Apple A16 Bionic (3200 MHz);"Apple Avalanche (Dual core / 3200 MHz) 
		 + Apple Blizzard (Quad core / 1800 MHz)";Apple GPU Unnamed (For A16);206 g.;72 x 148 x 8 mm;Sí;15.0 W.;No;No;Sí;Sí;Sí;Sí;No;Sin datos de precios
https://www.solotodo.cl/products/221878-apple-iphone-15-512-gb-black;Apple iPhone 15 (512 GB / Black);"Super Retina XDR OLED 6.1"" táctil (2556x1179) / 60 Hz";512 GB;6 GB;"Estándar 48.0 MP
		 + Teleobjetivo Periscopio (Zoom) 12.0 MP";Estándar 12.0 MP;3349 mAh;iOS 17;5G;Apple A16 Bionic (3200 MHz);"Apple Avalanche (Dual core / 3200 MHz) 
		 + Apple Blizzard (Quad core / 1800 MHz)";Apple GPU Unnamed (For A16);171 g.;71 x 148 x 8 mm;Sí;15.0 W.;No;No;Sí;Sí;Sí;Sí;No;Sin datos de precios
https://www.solotodo.cl/products/220519-apple-iphone-15-pro-512-gb-black-titanium;Apple iPhone 15 Pro (512 GB / Black Titanium);"LTPO Super Retina XDR OLED 6.1"" táctil (2556x1179) / 120 Hz";512 GB;8 GB;"Estándar 48.0 MP
		 + Teleobjetivo (Zoom) 12.0 MP
		 + Gran angular (Wide angle) 12.0 MP 
		 + TOF 3D (Depth) 0.3 MP";Estándar 12.0 MP;3274 mAh;iOS 17;5G;Apple A17 Pro (3460 MHz);"Apple Everest (Dual core / 3460 MHz) 
		 + Apple Sawtooth (Quad core / 2020 MHz)";Apple GPU Unnamed (Por A17 Pro);187 g.;71 x 147 x 8 mm;Sí;15.0 W.;No;No;Sí;Sí;Sí;Sí;No;Sin datos de precios
https://www.solotodo.cl/products/254416-apple-iphone-16-plus-256-gb-black;Apple iPhone 16 Plus (256 GB / Black);"Super Retina XDR OLED 6.7"" táctil (2796x1290) / 60 Hz";256 GB;8 GB;"Estándar 48.0 MP
		 + Teleobjetivo Periscopio (Zoom) 12.0 MP";Estándar 12.0 MP;N/A;iOS 18;5G;Apple A18 (3200 MHz);Apple Avalanche (Dual core / 3200 MHz);Apple GPU Unnamed (For A18);199 g.;78 x 161 x 8 mm;Sí;15.0 W.;No;No;Sí;Sí;Sí;Sí;No;Sin datos de precios
https://www.solotodo.cl/products/220528-apple-iphone-15-pro-max-512-gb-natural-titanium;Apple iPhone 15 Pro Max (512 GB / Natural Titanium);"LTPO Super Retina XDR OLED 6.7"" táctil (2796x1290) / 120 Hz";512 GB;8 GB;"Estándar 48.0 MP
		 + Teleobjetivo Periscopio (Zoom) 12.0 MP
		 + Gran angular (Wide angle) 12.0 MP 
		 + TOF 3D (Depth) 0.3 MP";Estándar 12.0 MP;4441 mAh;iOS 17;5G;Apple A17 Pro (3460 MHz);"Apple Everest (Dual core / 3460 MHz) 
		 + Apple Sawtooth (Quad core / 2020 MHz)";Apple GPU Unnamed (Por A17 Pro);221 g.;77 x 160 x 8 mm;Sí;25.0 W.;No;No;Sí;Sí;Sí;Sí;No;Sin datos de precios
